unit_number,unit_name,latin_term,latin_genitive,part_of_speech,gender,english_translation,english_definition,german_translation,german_definition,slovak_translation,slovak_definition,notes
13,Compound words,cervicothoracicus,,Adjective,,cervicothoracic,relating to the neck and thorax,zervikothorakal,,cervikotorakálny,,
13,Compound words,cholecystectomia,cholecystectomiae,Noun,feminine,cholecystectomy,surgical removal of the gallbladder,Cholezystektomie,,cholecystektómia,,
13,Compound words,cholelithiasis,cholelithiasis,Noun,feminine,cholelithiasis,presence of gallstones in gallbladder or bile ducts,Cholelithiasis,,cholelitiáza,,
13,Compound words,colposcopia,colposcopiae,Noun,feminine,colposcopy,visual examination of the vagina,Kolposkopie,,kolposkopia,,
13,Compound words,costovertebralis,,Adjective,,costovertebral,relating to ribs and thoracic vertebrae,kostovertebral,,kostovertebrálny,,
13,Compound words,gastrectomia,gastrectomiae,Noun,feminine,gastrectomy,surgical removal of all or part of the stomach,Gastrektomie,,gastrektómia,,
13,Compound words,gastrodynia,gastrodyniae,Noun,feminine,gastrodynia,pain in the stomach,Gastrodynie,,gastrodýnia,,
13,Compound words,gastrostomia,gastrostomiae,Noun,feminine,gastrostomy,surgical opening into the stomach,Gastrostomie,,gastrostómia,,
13,Compound words,glycogenes,glycogenis,Noun,neuter,glycogen,polysaccharide storage form of glucose,Glykogen,,glykogén,,
13,Compound words,haemangioma,haemangiomatis,Noun,neuter,hemangioma,benign tumor of blood vessels,Hämangiom,,hemangióm,,
13,Compound words,haematologia,haematologiae,Noun,feminine,hematology,branch of medicine dealing with blood,Hämatologie,,hematológia,,
13,Compound words,haemorrhoides,haemorrhoidum,Noun,feminine,hemorrhoids,venous swellings of anal region,Hämorrhoiden,,hemoroidy,,
13,Compound words,hemiplegia,hemiplegiae,Noun,feminine,hemiplegia,paralysis of one side of the body,Hemiplegie,,hemiplégia,,
13,Compound words,hemiplegia spastica,,Noun,feminine,spastic hemiplegia,spastic paralysis of one side of the body,spastische Hemiplegie,,spastická hemiplégia,compound term
13,Compound words,hepatonephromegalia,hepatonephromegaliae,Noun,feminine,hepatonephromegaly,enlargement of liver and kidneys,Hepatonephromegalie,,hepatonefromegália,,
13,Compound words,hepatorenalis,,Adjective,,hepatorenal,relating to liver and kidney,hepatorenal,,hepatorenálny,,
13,Compound words,hypoplasia,hypoplasiae,Noun,feminine,hypoplasia,underdevelopment of tissue or organ,Hypoplasie,,hypoplázia,,
13,Compound words,laparotomia,laparotomiae,Noun,feminine,laparotomy,surgical incision into abdominal wall,Laparotomie,,laparotómia,,
13,Compound words,mammographia,mammographiae,Noun,feminine,mammography,radiologic examination of the breast,Mammographie,,mamografia,,
13,Compound words,metacarpophalangeus,,Adjective,,metacarpophalangeal,relating to metacarpus and phalanges,metakarpophalangeal,,metakarpofalangeálny,,
13,Compound words,microangioscopia,microangioscopiae,Noun,feminine,microangioscopy,visual examination of capillaries,Mikroangiographie,,mikroangioskopia,,
13,Compound words,microcephalia,microcephaliae,Noun,feminine,microcephaly,abnormally small head,Mikrozephalie,,mikrocefália,,
13,Compound words,microphthalmia,microphthalmiae,Noun,feminine,microphthalmia,abnormally small eyes,Mikrophthalmie,,mikroftalmia,,
13,Compound words,monoarthritis,monoarthritidis,Noun,feminine,monoarthritis,inflammation of one joint,Monoarthritis,,monoartritída,,
13,Compound words,monocularis,,Adjective,,monocular,relating to one eye,monokular,,monokulárny,,
13,Compound words,musculocutaneus,,Adjective,,musculocutaneous,relating to muscle and skin,muskulokutan,,musculokutánny,,
13,Compound words,myodynia,myodyniae,Noun,feminine,myodynia,muscle pain,Myodynie,,myodýnia,,
13,Compound words,myotomia,myotomiae,Noun,feminine,myotomy,surgical division of a muscle,Myotomie,,myotómia,,
13,Compound words,myotonia,myotoniae,Noun,feminine,myotonia,delayed relaxation of muscles,Myotonie,,myotónia,,
13,Compound words,nasofrontalis,,Adjective,,nasofrontal,relating to nose and forehead,nasofrontal,,nasofrontálny,,
13,Compound words,neurologia,neurologiae,Noun,feminine,neurology,branch of medicine dealing with nervous system,Neurologie,,neurológia,,
13,Compound words,oesophagealis,,Adjective,,esophageal,relating to the esophagus,ösophageal,,ezofageálny,,
13,Compound words,omnis,,Adjective,,all,every,all,,všetok,,
13,Compound words,panarthritis,panarthritidis,Noun,feminine,panarthritis,inflammation of all joints,Pannartritis,,panartritída,,
13,Compound words,pathogenes,,Adjective,,pathogenic,causing disease,pathogen,,patogénny,,
13,Compound words,pathologicus,,Adjective,,pathologic,morbid or diseased,pathologisch,,patologický,,
13,Compound words,phlebostenosis,phlebostenosis,Noun,feminine,phlebostenosis,constriction of veins,Phlebostenose,,flebo-stenóza,,
13,Compound words,polyneuropathia,polyneuropathiae,Noun,feminine,polyneuropathy,disease of many peripheral nerves,Polyneuropathie,,polyneuropatia,,
13,Compound words,polyuria,polyuriae,Noun,feminine,polyuria,excessive urination,Polyurie,,polyúria,,
13,Compound words,propter,,Preposition,,because of,because of,wegen,,pre,accusative
13,Compound words,psychogenes,,Adjective,,psychogenic,of psychic origin,psychogen,,psychogénny,,
13,Compound words,sacrococcygeus,,Adjective,,sacrococcygeal,relating to sacrum and coccyx,sakrokokzygeal,,sakrokokcygeálny,,
13,Compound words,spasmolysis,spasmolysis,Noun,feminine,spasmolysis,release of spasm,Spasmolyse,,spazmolýza,,
13,Compound words,spasticus,,Adjective,,spastic,relating to spasm,spastisch,,spastický,,
13,Compound words,spondylarthrosis,spondylarthrosis,Noun,feminine,spondylarthrosis,degenerative disease of intervertebral joints,Spondylarthrose,,spondylartróza,,
13,Compound words,sternocostalis,,Adjective,,sternocostal,relating to sternum and ribs,sternokostal,,sternokostálny,,
13,Compound words,tachycardia,tachycardiae,Noun,feminine,tachycardia,abnormally rapid heart rate,Tachykardie,,tachykardia,,
13,Compound words,tarsometatarsalis,,Adjective,,tarsometatarsal,relating to tarsus and metatarsus,tarsometatarsal,,tarzometatarzálny,,
13,Compound words,thrombocytopenia,thrombocytopeniae,Noun,feminine,thrombocytopenia,low platelet count,Thrombozytopenie,,trombocytopénia,,
13,Compound words,unifocalis,,Adjective,,unifocal,having one focus,unifokal,,unifokálny,,
13,Compound words,uraemia,uraemiae,Noun,feminine,uraemia,urea in the blood,Urämie,,urémia,,

14,Repetition in exercises,adenectomia,adenectomiae,Noun,feminine,adenectomy,surgical removal of a gland,Adenektomie,,adenektómia,,
14,Repetition in exercises,antibioticum,antibiotici,Noun,neuter,antibiotic,,Antibiotikum,,antibiotikum,,
14,Repetition in exercises,basalis,,Adjective,,basal,relating to the base/bottom,basal,,bazálny,,
14,Repetition in exercises,bursa,bursae,Noun,feminine,bursa,small sac/capsule,Bursa,,burza,,
14,Repetition in exercises,cervicobrachialis,,Adjective,,cervicobrachial,pertaining to the neck and the arm,zervikobrachial,,krčnoramenný,,
14,Repetition in exercises,cheilostomatoplastica,cheilostomatoplasticae,Noun,feminine,cheilostomatoplasty,plastic surgery of the cleft lip and palate,Cheilostomatoplastik,,cheilostomatoplastika,,
14,Repetition in exercises,cirrhosis,cirrhosis,Noun,feminine,cirrhosis,hardening and atrophy of the liver,Zirrhose,,cirhóza,,
14,Repetition in exercises,dysuria,dysuriae,Noun,feminine,dysuria,difficulty or pain in urination,Dysurie,,dyzúria,,
14,Repetition in exercises,endometrium,endometrii,Noun,neuter,endometrium,inner membrane of the uterus,Endometrium,,endometrium,,
14,Repetition in exercises,fetus,fetus,Noun,masculine,fetus,unborn infant in the womb,Fetus,,plod,,
14,Repetition in exercises,gastrostomia,gastrostomiae,Noun,feminine,gastrostomy,surgical incision into the stomach,Gastrostomie,,gastrostómia,,
14,Repetition in exercises,gastroduodenotomia,gastroduodenotomiae,Noun,feminine,gastroduodenotomy,surgical incision into the stomach and duodenum,Gastroduodenotomie,,gastroduodenotómia,,
14,Repetition in exercises,glossopharyngeus,,Adjective,,glossopharyngeal,relating to the tongue and pharynx,Glossopharyngeal,,glossofaryngeálny,,
14,Repetition in exercises,heterosexualitas,heterosexualitatis,Noun,feminine,heterosexuality,,Heterosexualität,,heterosexualita,,
14,Repetition in exercises,homosexualitas,homosexualitatis,Noun,feminine,homosexuality,,Homosexualität,,homosexualita,,
14,Repetition in exercises,hyperthyreosis,hyperthyreosis,Noun,feminine,hyperthyreosis,increased function of the thyroid gland,Hyperthyreose,,hypertyreóza,,
14,Repetition in exercises,hypothyreosis,hypothyreosis,Noun,feminine,hypothyreosis,decreased function of the thyroid gland,Hypothyreose,,hypotyreóza,,
14,Repetition in exercises,interlobaris,,Adjective,,interlobar,occurring between lobes,interlobär,,interlobárny,,
14,Repetition in exercises,intralobularis,,Adjective,,intralobular,occurring inside lobules,intralobulär,,intralobulárny,,
14,Repetition in exercises,isthmus,isthmi,Noun,masculine,isthmus,short narrow passage/part,Isthmus,,istmus,,
14,Repetition in exercises,macronodularis,,Adjective,,macronodular,having large nodes,makronodulär,,makronodulárny,,
14,Repetition in exercises,macrostomia,macrostomiae,Noun,feminine,macrostomy,excessive width of the mouth,Macrostomie,,makrostómia,,
14,Repetition in exercises,macrotia,macrotiae,Noun,feminine,macrotia,congenital excessive auricle size,Macrotie,,makrotia,,
14,Repetition in exercises,megalocardia,megalocardiae,Noun,feminine,megalocardia,abnormally large heart,Megalokardie,,megalokardia,,
14,Repetition in exercises,micrencephalia,micrencephaliae,Noun,feminine,micrencephaly,abnormal smallness of the brain,Mikroenzephalie,,mikrencefália,,
14,Repetition in exercises,micronodularis,,Adjective,,micronodular,having small/tiny nodes,mikronodulär,,mikronodulárny,,
14,Repetition in exercises,monarthritis,monarthritidis,Noun,feminine,monarthritis,inflammation of one joint,Monoarthritis,,monoartritída,,
14,Repetition in exercises,multiformis,,Adjective,,multiform,having many different forms,multiform,,mnohotvarý,,
14,Repetition in exercises,multipara,multiparae,Noun,feminine,multipara,woman who has given birth more than once,Multipara,,multipara,,
14,Repetition in exercises,myometrium,myometrii,Noun,neuter,myometrium,muscular wall of the uterus,Myometrium,,myometrium,,
14,Repetition in exercises,nephropexis,nephropexidis,Noun,feminine,nephropexy,surgical fixation of kidney,Nephropexie,,nefropexia,,
14,Repetition in exercises,neuromyopathia,neuromyopathiae,Noun,feminine,neuromyopathy,disease of muscles and nerves,Neuromyopathie,,neuromyopatia,,
14,Repetition in exercises,nullipara,nulliparae,Noun,feminine,nullipara,woman who has never had children,Nullipara,,nulipara,,
14,Repetition in exercises,oesophagogastroscopia,oesophagogastroscopiae,Noun,feminine,oesophagogastroscopy,visual examination of the esophagus and the stomach,Ösophagogastroskopie,,ezofagogastroskopia,,
14,Repetition in exercises,parahepatitis,parahepatitidis,Noun,feminine,parahepatitis,inflammation of tissues around liver,Parahepatitis,,parahepatitída,,
14,Repetition in exercises,perianalis,,Adjective,,perianal,occurring around the anus,perianal,,perianálny,,
14,Repetition in exercises,perimetrium,perimetrii,Noun,neuter,perimetrium,peritoneal envelope of the uterus,Perimetrium,,perimetrium,,
14,Repetition in exercises,peritonealis,,Adjective,,peritoneal,relating to the peritoneum,peritoneal,,peritoneálny,,
14,Repetition in exercises,phlebosclerosis,phlebosclerosis,Noun,feminine,phlebosclerosis,hardening of the venous wall,Phlebosklerose,,flebo-skleróza,,
14,Repetition in exercises,polyarthritis,polyarthritidis,Noun,feminine,polyarthritis,inflammation of many joints,Polyarthritis,,polyartritída,,
14,Repetition in exercises,polyneuralgia,polyneuralgiae,Noun,feminine,polyneuralgia,pain in many nerves,Polyneuralgie,,polyneurálgia,,
14,Repetition in exercises,primigravida,primigravidae,Noun,feminine,primigravida,woman pregnant for the first time,Primigravida,,primigravida,,
14,Repetition in exercises,primipara,primiparae,Noun,feminine,primipara,woman giving birth to her first child,Primipara,,primipara,,
14,Repetition in exercises,pseudooedema,pseudooedematis,Noun,neuter,pseudooedema,false edema/swelling,Pseudoödem,,pseudooedém,,
14,Repetition in exercises,psychopathia,psychopathiae,Noun,feminine,psychopathy,mental disease/disorder,Psychopathie,,psychopatia,,
14,Repetition in exercises,quartigravida,quartigravidae,Noun,feminine,quartigravida,woman pregnant for the fourth time,Quartigravida,,štvrtorodička,,
14,Repetition in exercises,secundigravida,secundigravidae,Noun,feminine,secundigravida,woman pregnant for the second time,Sekundigravida,,druhorodička,,
14,Repetition in exercises,sinistrocerebralis,,Adjective,,sinistrocerebral,relating to the left side of the brain,linkshemisphärisch,,ľavomozgový,,
14,Repetition in exercises,subdeltoideus,,Adjective,,subdeltoid,beneath the deltoid muscle,subdeltoidal,,pod deltovým svalom,,
14,Repetition in exercises,subduralis,,Adjective,,subdural,occurring under the dura mater,subdural,,subdurálny,,
14,Repetition in exercises,supravaginalis,,Adjective,,supravaginal,above the vagina,supravaginal,,supravaginálny,,
14,Repetition in exercises,taenia,taeniae,Noun,feminine,taenia,bandlike anatomical structure,Tänie,,pásik,,
14,Repetition in exercises,vasodilatans,,Adjective,,vasodilating,causing dilation of vessels,vasodilatierend,,vazodilatačný,,
