english_name,slovak_name,atc_primary,atc_all
lithium succinate,,D11AX04,D11AX04
mequinol,,D11AX06,D11AX06
tiratricol,,D11AX08,D11AX08;H03AA04
oxaceprol,,D11AX09,D11AX09;M01AX24
finasteride,,D11AX10,D11AX10;G04CB01
hydroquinone,,D11AX11,D11AX11
pyrithione zinc,,D11AX12,D11AX12
monobenzone,,D11AX13,D11AX13
eflornithine,,D11AX16,D11AX16;L01XX79;P01CX03
diclofenac,,D11AX18,D11AX18;M01AB05;M02AA15;S01BC03
brimonidine,,D11AX21,D11AX21;S01EA05;S01GA07
ivermectin,,D11AX22,D11AX22;P02CF01
aminobenzoate potassium,,D11AX23,D11AX23
deoxycholic acid,,D11AX24,D11AX24
caffeine,,D11AX26,D11AX26;N06BC01
oxymetazoline,,D11AX27,D11AX27;R01AA05;R01AB07;S01GA04
"gamolenic acid, combinations",,D11AX52,D11AX52
"collagen, combinations",,D11AX57,D11AX57
candicidin,,G01AA04,G01AA04
carfecillin,,G01AA08,G01AA08
pentamycin,,G01AA11,G01AA11
"nystatin, combinations",,G01AA51,G01AA51
diiodohydroxyquinoline,,G01AC01,G01AC01
lactic acid,,G01AD01,G01AD01
acetic acid,,G01AD02,G01AD02;S02AA10
ascorbic acid,,G01AD03,G01AD03;S01XA15
sulfatolamide,,G01AE01,G01AE01
combinations of sulfonamides,,G01AE10,G01AE10
ornidazole,,G01AF06,G01AF06;J01XD03;P01AB03
azanidazole,,G01AF13,G01AF13;P01AB04
propenidazole,,G01AF14,G01AF14;P01AB05
butoconazole,,G01AF15,G01AF15
combinations of imidazole derivatives,,G01AF20,G01AF20
tinidazole,,G01AF21,G01AF21;J01XD02;P01AB02
"econazole, combinations",,G01AF55,G01AF55
terconazole,,G01AG02,G01AG02
clodantoin,,G01AX01,G01AX01
nifuratel,,G01AX05,G01AX05
furazolidone,,G01AX06,G01AX06
protiofate,,G01AX13,G01AX13
lactobacillus,,G01AX14,G01AX14
copper usnate,,G01AX15,G01AX15
dapivirine,,G01AX17,G01AX17
methylergometrine,,G02AB01,G02AB01
ergot alkaloids,,G02AB02,G02AB02
ergometrine,,G02AB03,G02AB03
methylergometrine and oxytocin,,G02AC01,G02AC01
dinoprost,,G02AD01,G02AD01
dinoprostone,,G02AD02,G02AD02
gemeprost,,G02AD03,G02AD03
carboprost,,G02AD04,G02AD04
sulprostone,,G02AD05,G02AD05
plastic IUD,,G02BA01,G02BA01
plastic IUD with copper,,G02BA02,G02BA02
plastic IUD with progestogen,,G02BA03,G02BA03
vaginal ring with progestogen and estrogen,,G02BB01,G02BB01
vaginal ring with progestogen,,G02BB02,G02BB02
ritodrine,,G02CA01,G02CA01
fenoterol,,G02CA03,G02CA03;R03AC04;R03CC04
bromocriptine,,G02CB01,G02CB01;N04BC01
lisuride,,G02CB02,G02CB02;N02CA07
cabergoline,,G02CB03,G02CB03;N04BC06
quinagolide,,G02CB04,G02CB04
metergoline,,G02CB05,G02CB05
terguride,,G02CB06,G02CB06
naproxen,,G02CC02,G02CC02;M01AE02;M02AA12
flunoxaprofen,,G02CC04,G02CC04;M01AE15
atosiban,,G02CX01,G02CX01
flibanserin,,G02CX02,G02CX02
Agni casti fructus,,G02CX03,G02CX03
Cimicifugae rhizoma,,G02CX04,G02CX04
bremelanotide,,G02CX05,G02CX05
fezolinetant,,G02CX06,G02CX06
etynodiol and ethinylestradiol,,G03AA01,G03AA01
quingestanol and ethinylestradiol,,G03AA02,G03AA02
lynestrenol and ethinylestradiol,,G03AA03,G03AA03;G03AB02
megestrol and ethinylestradiol,,G03AA04,G03AA04;G03AB01
norethisterone and ethinylestradiol,,G03AA05,G03AA05;G03AB04
norgestrel and ethinylestradiol,,G03AA06,G03AA06
levonorgestrel and ethinylestradiol,,G03AA07,G03AA07;G03AB03
medroxyprogesterone and ethinylestradiol,,G03AA08,G03AA08
desogestrel and ethinylestradiol,,G03AA09,G03AA09;G03AB05
gestodene and ethinylestradiol,,G03AA10,G03AA10;G03AB06
norgestimate and ethinylestradiol,,G03AA11,G03AA11;G03AB09
drospirenone and ethinylestradiol,,G03AA12,G03AA12
norelgestromin and ethinylestradiol,,G03AA13,G03AA13
nomegestrol and estradiol,,G03AA14,G03AA14
chlormadinone and ethinylestradiol,,G03AA15,G03AA15;G03AB07
dienogest and ethinylestradiol,,G03AA16,G03AA16
medroxyprogesterone and estradiol,,G03AA17,G03AA17
drospirenone and estetrol,,G03AA18,G03AA18
dienogest and estradiol,,G03AB08,G03AB08
norethisterone,,G03AC01,G03AC01;G03DC02
lynestrenol,,G03AC02,G03AC02;G03DC03
levonorgestrel,,G03AC03,G03AC03;G03AD01
quingestanol,,G03AC04,G03AC04
megestrol,,G03AC05,G03AC05;G03DB02;L02AB01
medroxyprogesterone,,G03AC06,G03AC06;G03DA02;L02AB02
norgestrienone,,G03AC07,G03AC07
etonogestrel,,G03AC08,G03AC08
desogestrel,,G03AC09,G03AC09
drospirenone,,G03AC10,G03AC10
ulipristal,,G03AD02,G03AD02;G03XB02
fluoxymesterone,,G03BA01,G03BA01
methyltestosterone,,G03BA02,G03BA02;G03EK01
testosterone,,G03BA03,G03BA03
mesterolone,,G03BB01,G03BB01
ethinylestradiol,,G03CA01,G03CA01;L02AA03
estradiol,,G03CA03,G03CA03
estriol,,G03CA04,G03CA04;G03CC06
chlorotrianisene,,G03CA06,G03CA06
estrone,,G03CA07,G03CA07;G03CC04
promestriene,,G03CA09,G03CA09
"estradiol, combinations",,G03CA53,G03CA53
conjugated estrogens,,G03CA57,G03CA57
dienestrol,,G03CB01,G03CB01;G03CC02
diethylstilbestrol,,G03CB02,G03CB02;G03CC05;L02AA01
methallenestril,,G03CB03,G03CB03;G03CC03
moxestrol,,G03CB04,G03CB04
conjugated estrogens and bazedoxifene,,G03CC07,G03CC07
tibolone,,G03CX01,G03CX01
gestonorone,,G03DA01,G03DA01;L02AB03
hydroxyprogesterone,,G03DA03,G03DA03
progesterone,,G03DA04,G03DA04
dydrogesterone,,G03DB01,G03DB01
medrogestone,,G03DB03,G03DB03
nomegestrol,,G03DB04,G03DB04
demegestone,,G03DB05,G03DB05
chlormadinone,,G03DB06,G03DB06
promegestone,,G03DB07,G03DB07
dienogest,,G03DB08,G03DB08
allylestrenol,,G03DC01,G03DC01
ethisterone,,G03DC04,G03DC04
etynodiol,,G03DC06,G03DC06
methylestrenolone,,G03DC31,G03DC31
methyltestosterone and estrogen,,G03EA01,G03EA01
testosterone and estrogen,,G03EA02,G03EA02
prasterone and estrogen,,G03EA03,G03EA03
norethisterone and estrogen,,G03FA01,G03FA01;G03FB05
hydroxyprogesterone and estrogen,,G03FA02,G03FA02
ethisterone and estrogen,,G03FA03,G03FA03
progesterone and estrogen,,G03FA04,G03FA04
methylnortestosterone and estrogen,,G03FA05,G03FA05
etynodiol and estrogen,,G03FA06,G03FA06
lynestrenol and estrogen,,G03FA07,G03FA07;G03FB02
megestrol and estrogen,,G03FA08,G03FA08;G03FB04
noretynodrel and estrogen,,G03FA09,G03FA09
norgestrel and estrogen,,G03FA10,G03FA10;G03FB01
levonorgestrel and estrogen,,G03FA11,G03FA11;G03FB09
medroxyprogesterone and estrogen,,G03FA12,G03FA12;G03FB06
norgestimate and estrogen,,G03FA13,G03FA13
dydrogesterone and estrogen,,G03FA14,G03FA14;G03FB08
dienogest and estrogen,,G03FA15,G03FA15
trimegestone and estrogen,,G03FA16,G03FA16;G03FB11
drospirenone and estrogen,,G03FA17,G03FA17
chlormadinone and estrogen,,G03FB03,G03FB03
medrogestone and estrogen,,G03FB07,G03FB07
desogestrel and estrogen,,G03FB10,G03FB10
nomegestrol and estrogen,,G03FB12,G03FB12
chorionic gonadotrophin,,G03GA01,G03GA01
human menopausal gonadotrophin,,G03GA02,G03GA02
serum gonadotrophin,,G03GA03,G03GA03
urofollitropin,,G03GA04,G03GA04
follitropin alfa,,G03GA05,G03GA05
follitropin beta,,G03GA06,G03GA06
lutropin alfa,,G03GA07,G03GA07
choriogonadotropin alfa,,G03GA08,G03GA08
corifollitropin alfa,,G03GA09,G03GA09
follitropin delta,,G03GA10,G03GA10
cyclofenil,,G03GB01,G03GB01
clomifene,,G03GB02,G03GB02
epimestrol,,G03GB03,G03GB03
cyproterone,,G03HA01,G03HA01
cyproterone and estrogen,,G03HB01,G03HB01
danazol,,G03XA01,G03XA01
gestrinone,,G03XA02,G03XA02
mifepristone,,G03XB01,G03XB01
"mifepristone, combinations",,G03XB51,G03XB51
raloxifene,,G03XC01,G03XC01
bazedoxifene,,G03XC02,G03XC02
lasofoxifene,,G03XC03,G03XC03
ormeloxifene,,G03XC04,G03XC04
ospemifene,,G03XC05,G03XC05
emepronium,,G04BD01,G04BD01
flavoxate,,G04BD02,G04BD02
meladrazine,,G04BD03,G04BD03
oxybutynin,,G04BD04,G04BD04
terodiline,,G04BD05,G04BD05
propiverine,,G04BD06,G04BD06
tolterodine,,G04BD07,G04BD07
solifenacin,,G04BD08,G04BD08
trospium,,G04BD09,G04BD09
darifenacin,,G04BD10,G04BD10
fesoterodine,,G04BD11,G04BD11
mirabegron,,G04BD12,G04BD12
desfesoterodine,,G04BD13,G04BD13
imidafenacin,,G04BD14,G04BD14
vibegron,,G04BD15,G04BD15
sildenafil,,G04BE03,G04BE03
yohimbine,,G04BE04,G04BE04
apomorphine,,G04BE07,G04BE07;N04BC07
tadalafil,,G04BE08,G04BE08
vardenafil,,G04BE09,G04BE09
avanafil,,G04BE10,G04BE10
udenafil,,G04BE11,G04BE11
"papaverine, combinations",,G04BE52,G04BE52
acetohydroxamic acid,,G04BX03,G04BX03
phenazopyridine,,G04BX06,G04BX06
succinimide,,G04BX10,G04BX10
phenyl salicylate,,G04BX12,G04BX12
dimethyl sulfoxide,,G04BX13,G04BX13;M02AX03
dapoxetine,,G04BX14,G04BX14
tiopronin,,G04BX16,G04BX16
sodium salicylate and methenamine,,G04BX17,G04BX17
alfuzosin,,G04CA01,G04CA01
tamsulosin,,G04CA02,G04CA02
terazosin,,G04CA03,G04CA03
silodosin,,G04CA04,G04CA04
alfuzosin and finasteride,,G04CA51,G04CA51
tamsulosin and dutasteride,,G04CA52,G04CA52
tamsulosin and solifenacin,,G04CA53,G04CA53
tamsulosin and tadalafil,,G04CA54,G04CA54
doxazosin and finasteride,,G04CA55,G04CA55
dutasteride,,G04CB02,G04CB02
finasteride and tadalafil,,G04CB51,G04CB51
Prunus africanae cortex,,G04CX01,G04CX01
Sabalis serrulatae fructus,,G04CX02,G04CX02
fexapotide,,G04CX04,G04CX04
corticotropin,,H01AA01,H01AA01
tetracosactide,,H01AA02,H01AA02
thyrotropin alfa,,H01AB01,H01AB01
somatropin,,H01AC01,H01AC01
somatrem,,H01AC02,H01AC02
mecasermin,,H01AC03,H01AC03
sermorelin,,H01AC04,H01AC04;V04CD03
mecasermin rinfabate,,H01AC05,H01AC05
tesamorelin,,H01AC06,H01AC06
somapacitan,,H01AC07,H01AC07
somatrogon,,H01AC08,H01AC08
lonapegsomatropin,,H01AC09,H01AC09
pegvisomant,,H01AX01,H01AX01
vasopressin (argipressin),,H01BA01,H01BA01
desmopressin,,H01BA02,H01BA02
lypressin,,H01BA03,H01BA03
terlipressin,,H01BA04,H01BA04
ornipressin,,H01BA05,H01BA05
demoxytocin,,H01BB01,H01BB01
oxytocin,,H01BB02,H01BB02
carbetocin,,H01BB03,H01BB03
gonadorelin,,H01CA01,H01CA01;V04CM01
nafarelin,,H01CA02,H01CA02
somatostatin,,H01CB01,H01CB01
octreotide,,H01CB02,H01CB02
lanreotide,,H01CB03,H01CB03
vapreotide,,H01CB04,H01CB04
pasireotide,,H01CB05,H01CB05
ganirelix,,H01CC01,H01CC01
cetrorelix,,H01CC02,H01CC02
elagolix,,H01CC03,H01CC03
linzagolix,,H01CC04,H01CC04
"elagolix, estradiol and norethisterone",,H01CC53,H01CC53
"relugolix, estradiol and norethisterone",,H01CC54,H01CC54
aldosterone,,H02AA01,H02AA01
fludrocortisone,,H02AA02,H02AA02
desoxycortone,,H02AA03,H02AA03
paramethasone,,H02AB05,H02AB05
cortisone,,H02AB10,H02AB10;S01BA03
prednylidene,,H02AB11,H02AB11
rimexolone,,H02AB12,H02AB12;S01BA13
deflazacort,,H02AB13,H02AB13
cloprednol,,H02AB14,H02AB14
meprednisone,,H02AB15,H02AB15
cortivazol,,H02AB17,H02AB17
vamorolone,,H02AB18,H02AB18
"methylprednisolone, combinations",,H02BX01,H02BX01
trilostane,,H02CA01,H02CA01
osilodrostat,,H02CA02,H02CA02
levoketoconazole,,H02CA04,H02CA04
levothyroxine sodium,,H03AA01,H03AA01
liothyronine sodium,,H03AA02,H03AA02
combinations of levothyroxine and liothyronine,,H03AA03,H03AA03
thyroid gland preparations,,H03AA05,H03AA05
levothyroxine sodium and iodine compounds,,H03AA51,H03AA51
methylthiouracil,,H03BA01,H03BA01
propylthiouracil,,H03BA02,H03BA02
benzylthiouracil,,H03BA03,H03BA03
carbimazole,,H03BB01,H03BB01
thiamazole,,H03BB02,H03BB02
"thiamazole, combinations",,H03BB52,H03BB52
potassium perchlorate,,H03BC01,H03BC01
diiodotyrosine,,H03BX01,H03BX01
dibromotyrosine,,H03BX02,H03BX02
glucagon,,H04AA01,H04AA01
dasiglucagon,,H04AA02,H04AA02
parathyroid gland extract,,H05AA01,H05AA01
teriparatide,,H05AA02,H05AA02
parathyroid hormone,,H05AA03,H05AA03
abaloparatide,,H05AA04,H05AA04
palopegteriparatide,,H05AA05,H05AA05
calcitonin (salmon synthetic),,H05BA01,H05BA01
calcitonin (pork natural),,H05BA02,H05BA02
calcitonin (human synthetic),,H05BA03,H05BA03
elcatonin,,H05BA04,H05BA04
cinacalcet,,H05BX01,H05BX01
paricalcitol,,H05BX02,H05BX02
doxercalciferol,,H05BX03,H05BX03
etelcalcetide,,H05BX04,H05BX04
evocalcet,,H05BX06,H05BX06
lymecycline,,J01AA04,J01AA04
metacycline,,J01AA05,J01AA05
rolitetracycline,,J01AA09,J01AA09
penimepicycline,,J01AA10,J01AA10
clomocycline,,J01AA11,J01AA11
tigecycline,,J01AA12,J01AA12
eravacycline,,J01AA13,J01AA13
sarecycline,,J01AA14,J01AA14
omadacycline,,J01AA15,J01AA15
combinations of tetracyclines,,J01AA20,J01AA20
"oxytetracycline, combinations",,J01AA56,J01AA56
thiamphenicol,,J01BA02,J01BA02
"thiamphenicol, combinations",,J01BA52,J01BA52
ampicillin,,J01CA01,J01CA01;S01AA19
pivampicillin,,J01CA02,J01CA02
carbenicillin,,J01CA03,J01CA03
amoxicillin,,J01CA04,J01CA04
carindacillin,,J01CA05,J01CA05
bacampicillin,,J01CA06,J01CA06
epicillin,,J01CA07,J01CA07
pivmecillinam,,J01CA08,J01CA08
azlocillin,,J01CA09,J01CA09
mezlocillin,,J01CA10,J01CA10
mecillinam,,J01CA11,J01CA11
piperacillin,,J01CA12,J01CA12
ticarcillin,,J01CA13,J01CA13
metampicillin,,J01CA14,J01CA14
talampicillin,,J01CA15,J01CA15
sulbenicillin,,J01CA16,J01CA16
temocillin,,J01CA17,J01CA17
hetacillin,,J01CA18,J01CA18
aspoxicillin,,J01CA19,J01CA19
"ampicillin, combinations",,J01CA51,J01CA51
benzylpenicillin,,J01CE01,J01CE01;S01AA14
phenoxymethylpenicillin,,J01CE02,J01CE02
propicillin,,J01CE03,J01CE03
azidocillin,,J01CE04,J01CE04
pheneticillin,,J01CE05,J01CE05
penamecillin,,J01CE06,J01CE06
clometocillin,,J01CE07,J01CE07
benzathine benzylpenicillin,,J01CE08,J01CE08
procaine benzylpenicillin,,J01CE09,J01CE09
benzathine phenoxymethylpenicillin,,J01CE10,J01CE10
dicloxacillin,,J01CF01,J01CF01
cloxacillin,,J01CF02,J01CF02
meticillin,,J01CF03,J01CF03
oxacillin,,J01CF04,J01CF04
flucloxacillin,,J01CF05,J01CF05
nafcillin,,J01CF06,J01CF06
sulbactam,,J01CG01,J01CG01
tazobactam,,J01CG02,J01CG02
ampicillin and beta-lactamase inhibitor,,J01CR01,J01CR01
amoxicillin and beta-lactamase inhibitor,,J01CR02,J01CR02
ticarcillin and beta-lactamase inhibitor,,J01CR03,J01CR03
sultamicillin,,J01CR04,J01CR04
piperacillin and beta-lactamase inhibitor,,J01CR05,J01CR05
combinations of penicillins,,J01CR50,J01CR50
cefalexin,,J01DB01,J01DB01
cefaloridine,,J01DB02,J01DB02
cefalotin,,J01DB03,J01DB03
cefazolin,,J01DB04,J01DB04
cefadroxil,,J01DB05,J01DB05
cefazedone,,J01DB06,J01DB06
cefatrizine,,J01DB07,J01DB07
cefapirin,,J01DB08,J01DB08
cefradine,,J01DB09,J01DB09
cefacetrile,,J01DB10,J01DB10
cefroxadine,,J01DB11,J01DB11
ceftezole,,J01DB12,J01DB12
cefoxitin,,J01DC01,J01DC01
cefuroxime,,J01DC02,J01DC02;S01AA27
cefamandole,,J01DC03,J01DC03
cefaclor,,J01DC04,J01DC04
cefotetan,,J01DC05,J01DC05
cefonicid,,J01DC06,J01DC06
cefotiam,,J01DC07,J01DC07
loracarbef,,J01DC08,J01DC08
cefmetazole,,J01DC09,J01DC09
cefprozil,,J01DC10,J01DC10
ceforanide,,J01DC11,J01DC11
cefminox,,J01DC12,J01DC12
cefbuperazone,,J01DC13,J01DC13
flomoxef,,J01DC14,J01DC14
cefuroxime and beta-lactamase inhibitor,,J01DC52,J01DC52
cefotaxime,,J01DD01,J01DD01
ceftazidime,,J01DD02,J01DD02
cefsulodin,,J01DD03,J01DD03
ceftriaxone,,J01DD04,J01DD04
cefmenoxime,,J01DD05,J01DD05;S01AA31;S02AA18
latamoxef,,J01DD06,J01DD06
ceftizoxime,,J01DD07,J01DD07
cefixime,,J01DD08,J01DD08
cefodizime,,J01DD09,J01DD09
cefetamet,,J01DD10,J01DD10
cefpiramide,,J01DD11,J01DD11
cefoperazone,,J01DD12,J01DD12
cefpodoxime,,J01DD13,J01DD13
ceftibuten,,J01DD14,J01DD14
cefdinir,,J01DD15,J01DD15
cefditoren,,J01DD16,J01DD16
cefcapene,,J01DD17,J01DD17
cefteram,,J01DD18,J01DD18
cefotaxime and beta-lactamase inhibitor,,J01DD51,J01DD51
ceftazidime and beta-lactamase inhibitor,,J01DD52,J01DD52
"ceftriaxone, combinations",,J01DD54,J01DD54
cefixime and beta-lactamase inhibitor,,J01DD58,J01DD58
cefoperazone and beta-lactamase inhibitor,,J01DD62,J01DD62
ceftriaxone and beta-lactamase inhibitor,,J01DD63,J01DD63
cefpodoxime and beta-lactamase inhibitor,,J01DD64,J01DD64
cefepime,,J01DE01,J01DE01
cefpirome,,J01DE02,J01DE02
cefozopran,,J01DE03,J01DE03
cefepime and beta-lactamase inhibitor,,J01DE51,J01DE51
aztreonam,,J01DF01,J01DF01
carumonam,,J01DF02,J01DF02
meropenem,,J01DH02,J01DH02
ertapenem,,J01DH03,J01DH03
doripenem,,J01DH04,J01DH04
biapenem,,J01DH05,J01DH05
tebipenem pivoxil,,J01DH06,J01DH06
imipenem and cilastatin,,J01DH51,J01DH51
meropenem and vaborbactam,,J01DH52,J01DH52
panipenem and betamipron,,J01DH55,J01DH55
"imipenem, cilastatin and relebactam",,J01DH56,J01DH56
ceftobiprole medocaril,,J01DI01,J01DI01
ceftaroline fosamil,,J01DI02,J01DI02
faropenem,,J01DI03,J01DI03
cefiderocol,,J01DI04,J01DI04
ceftolozane and beta-lactamase inhibitor,,J01DI54,J01DI54
trimethoprim,,J01EA01,J01EA01
brodimoprim,,J01EA02,J01EA02
iclaprim,,J01EA03,J01EA03
sulfaisodimidine,,J01EB01,J01EB01
sulfadimidine,,J01EB03,J01EB03
sulfapyridine,,J01EB04,J01EB04
sulfafurazole,,J01EB05,J01EB05;S01AB02
sulfathiourea,,J01EB08,J01EB08
sulfamethoxazole,,J01EC01,J01EC01
sulfadiazine,,J01EC02,J01EC02
sulfamoxole,,J01EC03,J01EC03
sulfadimethoxine,,J01ED01,J01ED01
sulfalene,,J01ED02,J01ED02
sulfametomidine,,J01ED03,J01ED03
sulfametoxydiazine,,J01ED04,J01ED04
sulfamethoxypyridazine,,J01ED05,J01ED05
sulfaperin,,J01ED06,J01ED06
sulfaphenazole,,J01ED08,J01ED08
sulfamazone,,J01ED09,J01ED09
sulfamethoxazole and trimethoprim,,J01EE01,J01EE01
sulfadiazine and trimethoprim,,J01EE02,J01EE02
sulfametrole and trimethoprim,,J01EE03,J01EE03
sulfamoxole and trimethoprim,,J01EE04,J01EE04
sulfadimidine and trimethoprim,,J01EE05,J01EE05
sulfadiazine and tetroxoprim,,J01EE06,J01EE06
sulfamerazine and trimethoprim,,J01EE07,J01EE07
spiramycin,,J01FA02,J01FA02
midecamycin,,J01FA03,J01FA03
oleandomycin,,J01FA05,J01FA05
roxithromycin,,J01FA06,J01FA06
josamycin,,J01FA07,J01FA07
troleandomycin,,J01FA08,J01FA08
clarithromycin,,J01FA09,J01FA09
azithromycin,,J01FA10,J01FA10;S01AA26
miocamycin,,J01FA11,J01FA11
rokitamycin,,J01FA12,J01FA12
dirithromycin,,J01FA13,J01FA13
flurithromycin,,J01FA14,J01FA14
telithromycin,,J01FA15,J01FA15
solithromycin,,J01FA16,J01FA16
lincomycin,,J01FF02,J01FF02
pristinamycin,,J01FG01,J01FG01
quinupristin/dalfopristin,,J01FG02,J01FG02
streptoduocin,,J01GA02,J01GA02
tobramycin,,J01GB01,J01GB01;S01AA12
netilmicin,,J01GB07,J01GB07;S01AA23
sisomicin,,J01GB08,J01GB08
dibekacin,,J01GB09,J01GB09;S01AA29
ribostamycin,,J01GB10,J01GB10
isepamicin,,J01GB11,J01GB11
arbekacin,,J01GB12,J01GB12
bekanamycin,,J01GB13,J01GB13
plazomicin,,J01GB14,J01GB14
ofloxacin,,J01MA01,J01MA01;S01AE01;S02AA16
ciprofloxacin,,J01MA02,J01MA02;S01AE03;S02AA15;S03AA07
pefloxacin,,J01MA03,J01MA03
enoxacin,,J01MA04,J01MA04
temafloxacin,,J01MA05,J01MA05
norfloxacin,,J01MA06,J01MA06;S01AE02
lomefloxacin,,J01MA07,J01MA07;S01AE04
fleroxacin,,J01MA08,J01MA08
sparfloxacin,,J01MA09,J01MA09
rufloxacin,,J01MA10,J01MA10
grepafloxacin,,J01MA11,J01MA11
levofloxacin,,J01MA12,J01MA12;S01AE05
trovafloxacin,,J01MA13,J01MA13
moxifloxacin,,J01MA14,J01MA14;S01AE07
gemifloxacin,,J01MA15,J01MA15
gatifloxacin,,J01MA16,J01MA16;S01AE06
prulifloxacin,,J01MA17,J01MA17
pazufloxacin,,J01MA18,J01MA18
garenoxacin,,J01MA19,J01MA19
sitafloxacin,,J01MA21,J01MA21
tosufloxacin,,J01MA22,J01MA22;S01AE09
delafloxacin,,J01MA23,J01MA23
levonadifloxacin,,J01MA24,J01MA24
lascufloxacin,,J01MA25,J01MA25
rosoxacin,,J01MB01,J01MB01
nalidixic acid,,J01MB02,J01MB02
piromidic acid,,J01MB03,J01MB03
pipemidic acid,,J01MB04,J01MB04
oxolinic acid,,J01MB05,J01MB05
cinoxacin,,J01MB06,J01MB06
flumequine,,J01MB07,J01MB07
nemonoxacin,,J01MB08,J01MB08
"penicillins, combinations with other antibacterials",,J01RA01,J01RA01
"sulfonamides, combinations with other antibacterials (excl. trimethoprim)",,J01RA02,J01RA02
cefuroxime and metronidazole,,J01RA03,J01RA03
spiramycin and metronidazole,,J01RA04,J01RA04
levofloxacin and ornidazole,,J01RA05,J01RA05
cefepime and amikacin,,J01RA06,J01RA06
"azithromycin, fluconazole and secnidazole",,J01RA07,J01RA07
tetracycline and oleandomycin,,J01RA08,J01RA08
ofloxacin and ornidazole,,J01RA09,J01RA09
ciprofloxacin and metronidazole,,J01RA10,J01RA10
ciprofloxacin and tinidazole,,J01RA11,J01RA11
ciprofloxacin and ornidazole,,J01RA12,J01RA12
norfloxacin and tinidazole,,J01RA13,J01RA13
norfloxacin and metronidazole,,J01RA14,J01RA14
cefixime and ornidazole,,J01RA15,J01RA15
cefixime and azithromycin,,J01RA16,J01RA16
teicoplanin,,J01XA02,J01XA02
telavancin,,J01XA03,J01XA03
dalbavancin,,J01XA04,J01XA04
oritavancin,,J01XA05,J01XA05
nitrofurantoin,,J01XE01,J01XE01
nifurtoinol,,J01XE02,J01XE02
furazidin,,J01XE03,J01XE03
"nitrofurantoin, combinations",,J01XE51,J01XE51
fosfomycin,,J01XX01,J01XX01;S02AA17
xibornol,,J01XX02,J01XX02
clofoctol,,J01XX03,J01XX03
spectinomycin,,J01XX04,J01XX04
methenamine,,J01XX05,J01XX05
nitroxoline,,J01XX07,J01XX07
linezolid,,J01XX08,J01XX08
daptomycin,,J01XX09,J01XX09
tedizolid,,J01XX11,J01XX11
lefamulin,,J01XX12,J01XX12
itraconazole,,J02AC02,J02AC02
voriconazole,,J02AC03,J02AC03
posaconazole,,J02AC04,J02AC04
isavuconazole,,J02AC05,J02AC05
oteseconazole,,J02AC06,J02AC06
caspofungin,,J02AX04,J02AX04
micafungin,,J02AX05,J02AX05
anidulafungin,,J02AX06,J02AX06
ibrexafungerp,,J02AX07,J02AX07
rezafungin acetate,,J02AX08,J02AX08
4-aminosalicylic acid,,J04AA01,J04AA01
sodium aminosalicylate,,J04AA02,J04AA02
calcium aminosalicylate,,J04AA03,J04AA03
cycloserine,,J04AB01,J04AB01
rifampicin,,J04AB02,J04AB02
rifabutin,,J04AB04,J04AB04
rifapentine,,J04AB05,J04AB05
enviomycin,,J04AB06,J04AB06
capreomycin,,J04AB30,J04AB30
isoniazid,,J04AC01,J04AC01
"isoniazid, combinations",,J04AC51,J04AC51
protionamide,,J04AD01,J04AD01
tiocarlide,,J04AD02,J04AD02
ethionamide,,J04AD03,J04AD03
pyrazinamide,,J04AK01,J04AK01
ethambutol,,J04AK02,J04AK02
terizidone,,J04AK03,J04AK03
morinamide,,J04AK04,J04AK04
bedaquiline,,J04AK05,J04AK05
delamanid,,J04AK06,J04AK06
thioacetazone,,J04AK07,J04AK07
pretomanid,,J04AK08,J04AK08
streptomycin and isoniazid,,J04AM01,J04AM01
rifampicin and isoniazid,,J04AM02,J04AM02
ethambutol and isoniazid,,J04AM03,J04AM03
thioacetazone and isoniazid,,J04AM04,J04AM04
"rifampicin, pyrazinamide and isoniazid",,J04AM05,J04AM05
"rifampicin, pyrazinamide, ethambutol and isoniazid",,J04AM06,J04AM06
"rifampicin, ethambutol and isoniazid",,J04AM07,J04AM07
"isoniazid, sulfamethoxazole, trimethoprim and pyridoxine",,J04AM08,J04AM08
clofazimine,,J04BA01,J04BA01
aldesulfone sodium,,J04BA03,J04BA03
dapsone and rifampicin,,J04BA50,J04BA50
"dapsone, rifampicin and clofazimine",,J04BA51,J04BA51
metisazone,,J05AA01,J05AA01
vidarabine,,J05AB03,J05AB03;S01AD06
ganciclovir,,J05AB06,J05AB06;S01AD09
famciclovir,,J05AB09,J05AB09;S01AD07
valaciclovir,,J05AB11,J05AB11
cidofovir,,J05AB12,J05AB12
valganciclovir,,J05AB14,J05AB14
brivudine,,J05AB15,J05AB15
remdesivir,,J05AB16,J05AB16
brincidofovir,,J05AB17,J05AB17
molnupiravir,,J05AB18,J05AB18
rimantadine,,J05AC02,J05AC02
foscarnet,,J05AD01,J05AD01
fosfonet,,J05AD02,J05AD02
saquinavir,,J05AE01,J05AE01
indinavir,,J05AE02,J05AE02
ritonavir,,J05AE03,J05AE03
nelfinavir,,J05AE04,J05AE04
amprenavir,,J05AE05,J05AE05
fosamprenavir,,J05AE07,J05AE07
atazanavir,,J05AE08,J05AE08
tipranavir,,J05AE09,J05AE09
darunavir,,J05AE10,J05AE10
ensitrelvir,,J05AE16,J05AE16
nirmatrelvir and ritonavir,,J05AE30,J05AE30
